"giliese_catalogue_name";"bayer_flamsteed_designation";"proper_name";"absolute_magnitude";"spectral_type";"colour_index";"x_parsecs";"y_parsecs";"z_parsecs";"constellation";"luminosity"
;;;"-10.960";"O5";"0.297";"13585.598529";"82260.774387";"55214.096900";"Aur";"2108628.149933293"
;;;"-12.600";"B0IVpe";"0.188";"12863.138774";"78095.698744";"61119.566932";"Aur";"9549925.86021437"
;;;"-10.010";"K0";"1.190";"13775.376985";"83947.027264";"-52565.536262";"Col";"879022.5168308843"
;;;"-8.420";"B3Iab:";"-0.014";"5062.258841";"30958.483798";"-94952.334444";"Men";"203235.7010936221"
;;;"-8.500";"F0";;"14310.999892";"87904.469942";"45475.261915";"Tau";"218776.16239495517"
;;;"-10.400";"K2";"1.386";"3513.931797";"21593.499993";"97577.523238";"Cam";"1258925.4117941686"
;;;"-10.210";"B9";"0.190";"13730.180117";"84461.936074";"51746.144866";"Aur";"1056817.5092136606"
;;;"-10.950";"A0";"0.085";"13720.257007";"84466.834673";"51740.780706";"Aur";"2089296.1308540408"
;;;"-11.580";"K2III";"1.271";"12853.087313";"79486.001222";"-59302.392500";"Col";"3732501.5779572064"
;;;"-10.910";"B9";"0.007";"12132.098587";"75462.905095";"64483.812996";"Aur";"2013724.2498623894"
;;;"-11.080";"K2";"1.194";"10019.798824";"62604.779531";"77332.045178";"Aur";"2355049.283896009"
;;;"-9.310";"F5V";"0.320";"15188.359097";"95503.991199";"25461.763745";"Ori";"461317.57456038"
;;;"-10.220";"A0";"0.118";"15560.470248";"98469.822473";"7846.389477";"Ori";"1066596.121230259"
;;;"-10.290";"A0";"0.223";"15571.230435";"98686.719403";"4297.463932";"Ori";"1137627.2858234309"
;;;"-10.980";"G0III";"0.580";"15011.877579";"95693.225893";"24848.542205";"Ori";"2147830.4741305374"
;;;"-8.510";"Fp";"0.370";"13765.838674";"87754.629419";"-45930.672771";"Col";"220800.47330189013"
;;;"-11.050";"B8";"0.196";"12776.180209";"82258.984211";"55409.644792";"Aur";"2290867.6527677746"
;;;"-11.280";"K0";"1.143";"12880.748326";"83152.064123";"54035.363928";"Aur";"2831391.995799379"
;;;"-11.620";"F0";"0.480";"12408.968590";"81107.856234";"57162.340362";"Aur";"3872576.4492161726"
;;;"-10.840";"G8III/IV";"1.076";"9907.959688";"64959.628859";"-75379.565887";"Pic";"1887991.3490962926"
;;;"-11.590";"B8";"0.388";"12455.837236";"81790.587784";"56170.738050";"Aur";"3767037.9898390854"
;;;"-13.340";"F2";"0.651";"12405.478829";"81785.946738";"56188.637740";"Aur";"18879913.490962926"
;;;"-11.820";"K5";"1.587";"14717.061415";"97602.325887";"16037.271740";"Ori";"4655860.9352296"
;;;"-10.700";"B9";"0.007";"11622.608716";"77328.284652";"62331.784503";"Aur";"1659586.9074375597"
;;;"-9.730";"F8";"0.557";"13579.215963";"91165.818630";"38786.575093";"Tau";"679203.6326171857"
;;;"-10.150";"B9";"0.130";"14635.369131";"98913.401778";"1394.603518";"Ori";"1000000"
;;;"-11.550";"A0";"0.083";"14398.737347";"97910.729521";"14358.461180";"Ori";"3630780.54770101"
;;;"-10.330";"A0";"0.066";"14439.064979";"98681.680151";"-7310.226059";"Ori";"1180320.6356517298"
;;;"-10.820";"B5";"0.601";"12784.133782";"88509.383800";"44751.032597";"Tau";"1853531.6234148142"
;;;"-10.570";"K2";"1.022";"12531.455835";"87476.949800";"-46805.404265";"Col";"1472312.5024327193"
;;;"-11.780";"A0";"0.084";"9202.837149";"64612.258862";"75766.508387";"Aur";"4487453.899331323"
;;;"-10.880";"A";"0.215";"8327.265791";"58541.174699";"80644.823202";"Aur";"1958844.6735059929"
;;;"-11.950";"B0.5IV";"0.320";"11564.323586";"81564.846025";"56687.232262";"Aur";"5248074.602497712"
;;;"-10.940";"K7";"1.500";"12586.216042";"88886.521898";"44054.209681";"Tau";"2070141.3487910414"
;;;"-12.510";"B0.5V";"0.060";"11629.408290";"82137.282842";"55841.056898";"Aur";"8790225.168308843"
;;;"-9.790";"A0";"0.296";"10595.205283";"75468.561662";"64747.492814";"Aur";"717794.2912713615"
;;;"-10.860";"A";"0.105";"10580.940362";"75453.153156";"64767.780415";"Aur";"1923091.7289101575"
;;;"-9.450";"A0V";"0.230";"11209.169245";"80200.180275";"58670.994611";"Aur";"524807.4602497723"
;;;"-11.110";"K5";"1.475";"12972.440351";"92827.930036";"-34852.420239";"Lep";"2421029.04673618"
;;;"-10.340";"A0";"0.074";"10543.160372";"75456.866733";"64769.615039";"Aur";"1191242.0080273761"
;;;"-10.520";"A0";"0.140";"13812.278961";"98983.222434";"-3397.444104";"Ori";"1406047.524129913"
;;;"-11.470";"K0";"1.198";"2589.589595";"18573.036463";"98225.945362";"Cam";"3372873.0865886924"
;;;"-11.030";"A0";"0.099";"8638.789053";"62418.914209";"77648.248355";"Aur";"2249054.605835783"
;;;"-10.250";"F6.7";"0.820";"10062.543045";"73111.896174";"67478.855062";"Aur";"1096478.196143185"
;;;"-9.480";;"0.387";"13476.735665";"98011.916150";"-14561.658161";"Ori";"539510.6225151279"
;;;"-11.490";"B9";"0.185";"7802.849475";"56926.188033";"81844.515126";"Aur";"3435579.47899875"
;;;"-11.010";"G8/K0III";"0.954";"8419.209738";"61573.497051";"-78344.249108";"Pic";"2208004.733018901"
;;;"-8.840";"M6.5-M9.5e";"1.500";"13433.468003";"98755.346191";"-8180.683058";"Ori";"299226.4636608189"
;;;"-11.040";"K2III";"1.246";"9918.190805";"73571.630357";"-66998.841018";"Col";"2269864.851883821"
;;;"-10.010";"N0v";"2.100";"13334.773883";"98920.479084";"6076.398871";"Ori";"879022.5168308843"
;;;"-10.100";"N0v";"2.100";"9691.228081";"71997.151586";"68720.377340";"Aur";"954992.5860214368"
;;;"-10.670";"A0";"0.034";"13256.900475";"98990.911718";"5005.395790";"Ori";"1614358.556826487"
;;;"-11.160";"A0";"0.195";"8914.643999";"66819.291614";"73862.787589";"Aur";"2535128.6304979073"
;;;"-11.920";"K7";"1.548";"12636.928806";"96707.245006";"-22091.102142";"Lep";"5105049.999754065"
;;;"-9.380";;"0.652";"11095.724283";"85509.415034";"50646.074312";"Aur";"492039.5356814511"
;;;"-9.670";"F5";"0.731";"11840.670488";"92275.346374";"36675.045657";"Tau";"642687.7173170194"
;;;"-8.830";"B2Ia";"-0.007";"4123.222386";"32182.666496";"-94590.036550";"Men";"296483.1389524345"
;;;"-11.940";"K5III";"1.612";"11824.836936";"92346.611585";"-36500.363837";"Lep";"5199959.965335162"
;;;"-11.680";"B9";"-0.027";"12686.447766";"99106.030380";"-4129.017503";"Ori";"4092606.597300118"
;;;"-9.650";"B9Ia0:";"0.138";"4439.486803";"34697.280599";"-93682.387223";"Dor";"630957.3444801943"
;;;"-12.530";"B9";"-0.080";"12476.752699";"97608.522427";"17801.881689";"Ori";"8953647.655495938"
;;;"-12.080";"B6V";"0.013";"12594.231665";"98869.280404";"8139.454596";"Ori";"5915616.341754743"
;;;"-10.540";"A7V";"0.746";"12425.273589";"98726.079211";"-9938.506474";"Ori";"1432187.8992735425"
;;;"-12.550";"K3Ib:";"1.802";"9965.212432";"79472.689793";"59873.083420";"Aur";"9120108.393559096"
;;;"-9.700";"G0";"0.402";"4729.328430";"38023.922102";"-92367.823405";"Dor";"660693.4480075964"
;;;"-10.790";"K1III";"1.201";"11455.014845";"92680.670932";"-35764.170205";"Lep";"1803017.74085957"
;;;"-11.670";"F0wG/K";"1.148";"9573.937821";"77610.914349";"-62328.852922";"Col";"4055085.3544838433"
;;;"-12.540";"K1II";"1.429";"7696.881661";"62421.151885";"77745.467927";"Aur";"9036494.737223024"
;;;"-8.440";;;"12094.497131";"98328.270385";"-13611.553259";"Ori";"207014.13487910412"
;;;"-10.260";"B9V";"0.002";"9296.989205";"75982.124950";"-64345.028401";"Col";"1106623.7839776676"
;;;"-10.160";"O9III:";"0.557";"9250.184989";"75969.166906";"64367.070442";"Aur";"1009252.8860766855"
;;;"-10.560";"B5V";"-0.157";"10321.917321";"85493.748439";"-50835.784647";"Col";"1458814.2602753504"
;;;"-12.050";"B8";"0.070";"8530.075799";"70985.232451";"69916.625925";"Aur";"5754399.373371567"
;"25Chi Aur";;"-15.290";"B5Iab";"0.281";"10046.583496";"84028.272688";"53275.843950";"Aur";"113762728.58234333"
;;;"-11.510";"K0";"1.078";"7238.307535";"60961.553087";"78938.558065";"Aur";"3499451.6702835765"
;;;"-12.350";"B2Vvar";"-0.006";"11737.424276";"98989.121530";"-7961.578228";"Ori";"7585775.7502918355"
;;;"-11.800";"M0III";"1.670";"11218.737821";"94836.561353";"-29667.601059";"Lep";"4570881.8961487515"
;;;"-11.430";"K2";"1.464";"11080.239653";"94738.584609";"30030.465788";"Tau";"3250872.973854347"
;;;"-10.650";"K0";"1.025";"10061.795277";"86328.350069";"-49458.833893";"Col";"1584893.1924611141"
;;;"-11.790";"O9.5III";"0.353";"9214.157032";"79897.939721";"59425.739787";"Aur";"4528975.799036213"
;;;"-11.910";"A0";"-0.004";"9461.608153";"82933.800672";"55067.800730";"Aur";"5058246.620031137"
;;;"-11.490";"B9";"0.074";"11200.544543";"98654.879709";"-11906.406330";"Ori";"3435579.47899875"
;;;"-10.580";"K2";"1.235";"9015.167790";"79947.844667";"-59389.131015";"Col";"1485935.642287009"
;;;"-13.130";"K5";"1.871";"8434.944465";"74855.728236";"65768.318073";"Aur";"15559656.316050751"
;;;"-11.800";"B5Vn";"0.002";"11183.375113";"99285.494967";"-4162.043996";"Ori";"4570881.8961487515"
;;;"-10.140";"A0Iae";"0.080";"4355.596920";"38792.050474";"-92066.310861";"Dor";"990831.9448927686"
;;;"-11.850";"B8";"0.233";"9741.143135";"87713.647249";"47025.803713";"Tau";"4786300.923226381"
;;;"-13.290";"B3V";"-0.137";"10953.303695";"98907.663792";"9864.036011";"Ori";"18030177.4085957"
;;;"-10.650";"K0";"1.420";"6505.202280";"58855.287060";"80583.729923";"Aur";"1584893.1924611141"
;;;"-10.850";"F8IV";"0.871";"2133.733758";"19307.306825";"-98095.234764";"Men";"1905460.7179632483"
;;;"-10.010";"K4III";"1.496";"3957.384319";"35981.816512";"-93218.283651";"Dor";"879022.5168308843"
;;;"-11.690";"B8";"0.098";"10768.403533";"98961.767948";"9518.926927";"Ori";"4130475.0199016104"
;;;"-6.740";;;"3744.839831";"34523.981939";"-93776.707373";;"43251.383103500884"
;"41The1Ori";;"-15.020";"O7";;"10724.717134";"98978.942834";"-9388.789872";"Ori";"88715601.20379598"
;"41The1Ori";;"-14.870";"O6pe";"0.020";"10720.045860";"98979.056370";"-9392.926910";"Ori";"77268058.50957021"
;;;"-9.390";"B:e";"0.125";"3739.233972";"34528.762877";"-93775.170826";"Dor";"496592.3214503368"
;"41The1Ori";;"-13.290";"B0.5Vp...";"0.080";"10714.809969";"98979.955565";"-9389.424854";"Ori";"18030177.4085957"
;;;"-9.630";"G5";"0.719";"9385.667453";"86724.946938";"48894.712487";"Aur";"619441.0750767824"
;;;"-9.000";"F8";"0.616";"8996.482141";"83151.890145";"54816.297526";"Aur";"346736.85045253165"
;;;"-9.790";"M6";"1.353";"3220.679223";"29954.532507";"95353.831635";"Cam";"717794.2912713615"
;;;"-12.440";"O7.5III";"0.133";"9863.082243";"92579.601944";"36492.971379";"Tau";"8241381.15013003"
;;;"-11.460";"B8";"0.119";"7406.704319";"69706.948510";"71316.772357";"Aur";"3341950.4002611497"
;;;"-12.370";"K5";"1.757";"10003.359256";"94158.562018";"32157.394211";"Tau";"7726805.850957021"
;;;"-10.590";"F8";"1.420";"9892.149574";"93181.553130";"34919.100653";"Tau";"1499684.835502374"
;;;"-11.350";"B9";"-0.037";"10320.991336";"98077.849527";"16559.365027";"Ori";"3019951.720402019"
;;;"-11.430";"K0";"1.081";"8373.519910";"80211.375713";"59127.145800";"Aur";"3250872.973854347"
;;;"-11.360";"Asp...";"-0.019";"10081.497910";"96579.371812";"-23891.177035";"Lep";"3047894.9896279895"
;;;"-10.420";"A0";"0.242";"10223.440789";"99308.506850";"5770.764738";"Ori";"1282330.582656023"
;;;"-10.860";"B2V";"0.014";"8455.952899";"82294.580832";"56179.167191";"Aur";"1923091.7289101575"
;;;"-11.780";"B8";"0.334";"8982.463545";"87909.245581";"46811.109536";"Tau";"4487453.899331323"
;;;"-13.920";"G3Ib";"1.032";"7696.236492";"76010.818500";"64522.270439";"Aur";"32210687.912834346"
;;;"-9.860";"F4";"0.600";"8573.136085";"84999.394962";"51976.958297";"Aur";"765596.6069112569"
;;;"-11.350";"A0/A1V";"0.061";"9420.846823";"93538.996063";"-34083.777089";"Lep";"3019951.720402019"
;;;"-11.130";"B8";"0.103";"9245.103589";"92179.292626";"37649.782316";"Tau";"2466039.337234341"
;;;"-9.900";"A5II-IIIeva";"0.276";"9857.405707";"98850.306465";"-11465.097671";"Ori";"794328.2347242822"
;;;"-12.260";"B9";"0.013";"9888.025902";"99162.080353";"8313.168098";"Ori";"6982324.040771719"
;;;"-12.760";"F8";"1.200";"7110.715553";"71495.251718";"69554.774627";"Aur";"11066237.839776676"
;;;"-9.640";"F0";"0.222";"9742.350544";"99442.090594";"4044.406540";"Ori";"625172.6927756862"
;;;"-10.190";"A0";"0.069";"9722.936621";"99321.837310";"-6374.726410";"Ori";"1037528.4158180127"
;;;"-11.700";"K0III";"1.064";"5563.875910";"57350.510677";"-81731.035782";"Pic";"4168693.8347033467"
;;;"-9.100";"A3";"0.127";"9483.649336";"98896.673623";"11380.173176";"Ori";"380189.39632056124"
;;;"-11.440";"B9";"0.135";"9517.744808";"99545.524524";"-317.932546";"Ori";"3280952.93113119"
;;;"-10.330";"K1III:";"1.001";"6959.210282";"73268.804083";"-67699.717433";"Col";"1180320.6356517298"
;;;"-11.550";"K5";"1.695";"3319.810484";"35028.187514";"93605.581767";"Cam";"3630780.54770101"
;;;"-7.830";;;"7464.102213";"80400.831879";"58991.468970";;"118032.06356517298"
;;;"-10.930";"B8/B9V";"0.006";"8966.914654";"97111.087289";"-22114.049093";"Lep";"2051162.1788255668"
;;;"-11.610";"B1Vne";"0.350";"8056.992122";"87544.919829";"47654.715220";"Tau";"3837072.454922792"
;;;"-9.420";"F2";"0.414";"9087.221981";"99162.743548";"9174.567487";"Ori";"510504.9999754065"
;;;"-12.010";"B3Vn";"-0.075";"8797.323991";"97696.761127";"-19440.936532";"Lep";"5546257.1295791045"
;;;"-11.290";"K1III";"1.111";"7278.392989";"81955.459145";"-56835.971989";"Col";"2857590.5433749496"
;;;"-11.890";"F4III SB";"0.874";"7562.490882";"86195.881659";"50130.617167";"Aur";"4965923.214503378"
;;;"-11.080";"A0";"0.092";"8517.461859";"97733.333919";"19381.648140";"Ori";"2355049.283896009"
;;;"-8.090";"M7-M9e";"1.500";"6856.357256";"78892.960503";"61064.647288";"Aur";"149968.4835502374"
;;;"-11.930";"M2/M3III";"1.607";"6252.246894";"72165.378638";"-68942.494405";"Pic";"5152286.445817572"
;;;"-11.430";"F";"0.401";"8026.270551";"92831.668842";"36302.344649";"Tau";"3250872.973854347"
;;;"-9.610";"A2";"0.401";"8591.178504";"99621.818405";"-1298.056070";"Ori";"608135.0012787177"
;;;"-12.380";"B5";"-0.117";"8561.554142";"99542.152199";"-4249.676824";"Ori";"7798301.105232594"
;;;"-8.730";"F0";"0.506";"7952.514136";"92832.276448";"36317.020367";"Tau";"270395.8364108846"
;;;"-11.700";"A";"0.311";"7526.154895";"88427.452961";"46086.251261";"Tau";"4168693.8347033467"
;;;"-9.200";"A5Ia:";"0.347";"2938.274794";"35292.873471";"-93518.873086";"Dor";"416869.3834703355"
;;;"-12.100";"B8";"-0.105";"8205.404976";"99461.194773";"-6335.776464";"Ori";"6025595.860743581"
;;;"-12.140";"K2III";"1.365";"4767.380769";"57924.974279";"-81375.484241";"Pic";"6251726.927756875"
;;;"-11.890";"K5";"1.730";"7698.736455";"93615.854313";"34304.537283";"Tau";"4965923.214503378"
;;;"-11.200";"M0";"1.746";"7869.049878";"96546.875043";"-24835.035203";"Lep";"2630267.9918953762"
;;;"-10.910";"M1";"1.706";"1239.633479";"15338.666513";"98808.848888";"Cam";"2013724.2498623894"
;;;"-11.550";"A";"0.005";"7218.235949";"89959.220643";"43072.446653";"Tau";"3630780.54770101"
;;;"-11.960";"K3/K4III";"1.534";"5659.555513";"70574.417627";"-70620.259190";"Pic";"5296634.438916592"
;;;"-11.830";"A0";"0.232";"7510.856952";"94047.675241";"33145.464390";"Tau";"4698941.086052161"
;;;"-11.510";"M1III";"1.575";"7162.917152";"90783.088496";"-41317.350604";"Lep";"3499451.6702835765"
;;;"-9.780";"B8";"0.182";"7177.610172";"91760.952040";"39094.879370";"Tau";"711213.5136533296"
;;;"-12.970";"K0";"1.005";"7453.374433";"97657.899531";"-20183.703049";"Lep";"13427649.611378642"
;;;"-12.990";"F8";"0.801";"7470.736245";"97999.927722";"-18444.572819";"Ori";"13677288.255958494"
;;;"-9.980";;"1.077";"7132.081157";"95480.448573";"-28855.109748";"Lep";"855066.7128846841"
;;;"-10.540";"F2IVs";"0.332";"7335.078721";"99215.948663";"-10118.900682";"Ori";"1432187.8992735425"
;;;"-9.690";;;"5494.343747";"75134.470996";"65761.869308";"Aur";"654636.1740672747"
;;;"-10.180";"K0";"1.046";"4810.141951";"66421.054248";"74599.638652";"Aur";"1028016.2981264746"
;;;"-10.840";"M0III";"2.139";"5225.674139";"72356.940734";"68827.069220";"Aur";"1887991.3490962926"
;;;"-10.590";"B8";"0.229";"5320.942770";"73738.497545";"67337.371109";"Aur";"1499684.835502374"
;;;"-11.410";"A2";"-0.200";"2849.441259";"39701.289450";"91737.060670";"Cam";"3191537.8551007584"
;;;"-12.780";"B8";"-0.060";"7094.194578";"99024.352267";"11993.750933";"Ori";"11271974.561755093"
;;;"-12.390";"B9";"-0.109";"7039.163830";"98534.655614";"-15536.145457";"Ori";"7870457.896951001"
;;;"-9.310";;"0.616";"2831.647939";"39696.486796";"91739.689917";"Cam";"461317.57456038"
;;;"-11.390";"B8";"0.294";"6515.375878";"92520.649670";"37382.873910";"Tau";"3133285.7243155953"
;;;"-9.610";"A2";"0.295";"6961.556901";"99725.917209";"2505.626114";"Ori";"608135.0012787177"
;;;"-11.110";"K2";"1.376";"6900.986332";"98920.368098";"12928.153888";"Ori";"2421029.04673618"
;;;"-11.890";"B3II";"0.268";"5951.380815";"85569.453059";"51404.763797";"Aur";"4965923.214503378"
;;;"-8.880";;"0.800";"5762.649173";"84447.613164";"53248.403783";"Aur";"310455.9588128362"
;;;"-9.970";;"0.993";"5165.457666";"75970.110365";"64821.758525";"Aur";"847227.414140598"
;;;"-10.630";"B0.5V:pe";"0.207";"6023.740601";"88713.492533";"45756.210417";"Tau";"1555965.631605075"
;;;"-10.850";"F2";"0.409";"6762.682391";"99641.658789";"-5079.956749";"Ori";"1905460.7179632483"
;;;"-13.330";"G8Iab";"1.583";"6115.696587";"94520.944779";"32068.508751";"Tau";"18706821.403658018"
;;;"-10.120";"G5";"1.007";"5934.280985";"92226.553763";"-38197.474922";"Lep";"972747.2237769641"
;;;"-9.720";"A1Ia0";"0.243";"2300.854891";"35766.503211";"-93356.645799";"Dor";"672976.6562843182"
;;;"-12.820";"A2";"0.092";"6317.168816";"99195.554336";"10969.748316";"Ori";"11694993.910198748"
;;;"-8.910";"G0";"1.634";"5352.586698";"84423.957982";"53328.652095";"Aur";"319153.7855100765"
;;;"-10.250";"B8";"0.072";"5955.759684";"94136.083789";"33210.339586";"Tau";"1096478.196143185"
;;;"-11.240";"K5";"1.446";"2224.996052";"35320.963206";"93527.958124";"Cam";"2728977.7828080403"
;;;"-11.990";"K5";"1.566";"4600.207357";"73153.146399";"68025.401763";"Aur";"5445026.52842422"
;;;"-7.510";;;"4896.450826";"79261.844563";"60774.869525";;"87902.25168308843"
;;;"-11.030";"B9";"0.034";"5965.720169";"98268.788483";"17540.108123";"Ori";"2249054.605835783"
;;;"-12.020";"B9";"0.097";"3972.653280";"66921.013357";"74201.051186";"Aur";"5597576.014951093"
;;;"-12.330";"G5";"1.301";"3811.628223";"65929.809111";"75091.489271";"Aur";"7447319.739059889"
;;;"-11.700";"G5";"1.094";"2424.654938";"42575.492971";"90451.359563";"Cam";"4168693.8347033467"
;;;"-10.920";"G5";"1.099";"4408.986413";"80101.573403";"59701.748527";"Aur";"2032357.0109362209"
;;;"-10.410";"B8";"0.100";"4070.789746";"75245.585405";"65738.349142";"Aur";"1270574.105208542"
;;;"-9.520";"G5";"1.044";"2499.347164";"47009.414794";"88226.232972";"Cam";"559757.6014951104"
;;;"-11.360";"F8";"0.650";"5033.088901";"95081.581229";"30564.046314";"Tau";"3047894.9896279895"
;;;"-11.040";"K7";"1.883";"5199.898085";"99485.736067";"8691.914585";"Ori";"2269864.851883821"
;;;"-9.380";"F2";"0.430";"4370.835281";"84000.187008";"54082.015326";"Aur";"492039.5356814511"
;;;"-9.980";;"0.337";"5103.020628";"98798.235796";"-14589.989171";"Ori";"855066.7128846841"
;;;"-11.410";"A0";"0.060";"4908.498817";"95247.138412";"30064.751181";"Tau";"3191537.8551007584"
;;;"-12.270";"B8";"0.149";"4331.997941";"88704.905077";"45963.829439";"Tau";"7046930.689671452"
;;;"-11.940";"B3:pe: shell";"-0.025";"4231.017963";"87244.017769";"48688.600317";"Aur";"5199959.965335162"
;;;"-10.150";"F0";"0.356";"4788.094428";"99718.148334";"-5776.248318";"Ori";"1000000"
;;;"-7.630";;;"4784.659522";"99718.758730";"-5768.551873";;"98174.79430199864"
;;;"-11.560";"K5";"1.634";"4187.663478";"87881.984740";"-47531.255325";"Col";"3664375.746478333"
;;;"-11.630";"K2III";"1.315";"4519.977479";"94967.792690";"-30994.969837";"Lep";"3908408.957924025"
;;;"-12.190";"B9";"-0.054";"4728.488818";"99617.692264";"7345.527997";"Ori";"6546361.740672748"
;;;"-11.860";"K5";"1.535";"2569.613367";"54469.575051";"83823.997047";"Cam";"4830588.020397739"
;;;"-12.150";"A5";"0.528";"4057.284742";"86745.093474";"49586.562480";"Aur";"6309573.444801942"
;;;"-13.620";"K1III";"1.262";"3224.260444";"70790.903437";"-70556.730275";"Pic";"24434305.526939712"
;;;"-10.950";"K5";"1.396";"1779.258393";"40523.166997";"91404.087305";"Cam";"2089296.1308540408"
;;;"-11.030";"G8III";"0.985";"3882.575974";"88569.968624";"-46263.227965";"Col";"2249054.605835783"
;;;"-11.390";"A0...";"0.090";"3343.031193";"77005.160093";"63710.512959";"Aur";"3133285.7243155953"
;;;"-11.910";"K0";"1.218";"3995.760749";"94498.225242";"32467.203796";"Ori";"5058246.620031137"
;;;"-10.380";"K0";"1.213";"3566.456405";"84729.311819";"52992.679753";"Aur";"1235947.433444512"
;;;"-11.840";"B3II-III";"0.013";"3556.718508";"85584.188782";"51601.321517";"Aur";"4742419.852602438"
;;;"-9.470";;;"3512.550049";"84535.997612";"53304.100216";"Aur";"534564.3593969725"
;;;"-11.150";"A2";"0.119";"3885.121732";"93620.713516";"34929.469362";"Ori";"2511886.4315095823"
;;;"-12.600";"K5";"1.857";"2783.275045";"67551.841634";"73681.762139";"Aur";"9549925.86021437"
